Label,Tweet
1,"USER USER Waketum USER , CUCI CONGOR USER dahulu..., agar yang keluar dari congornya GAK ASAL, jadi kalian gak perlu repot ""cuci tangan"".\nKetua kalian USER yang ""LEMPAR BATU"", kalian mau ""SEMBUNYI TANGAN""?'"
0,amin smoga kalian bertiga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel
0,"Penggusuran paksa adalah pelanggaran berat HAM, terutama dari hak ekonomi-sosial-budaya, dimana disitu ada hak atas hunian layak. ; Lalu apa hubungannya dengan kasus Pak Novel Baswedan? ; #HamHunianLayak"
0,"These people who yells ""Dump Fascist Trump, Refugees Are Welcome, No Ban No Wall"" probably pro FPI & screams ""Ahok Cina Kafir Hina Terkutuk"""
1,"Rendang is OURS, NOT YOURS!!  USER #malaysiamiskinbudaya"
0,Mencairkan suasana dan membangun komunikasi bisa berbagai macam cara. Bisa dgn ngobrol &amp; tertawa bareng atau bisa juga dgn ngevlog. :-)
1,"Dear Malaysia, you can take 'ashraf and bubu' back but dont take our culture and our tortor ! #MalaysiaMiskinBudaya #TorTorPunyaIndonesia"
0,"Semua bentuknya adalah problem2 populer remaja/cinta monyet, tapi tidak hiperbola.\nPopuler artinya semua orang merasakan. Trouble-nya universal. Masalah orang ketiga, komunikasi, dan sejenisnya.\nMemang orang Indonesia suka terbawa perasaan. Tipikal.'"
0,Langka adalah homo sapiens yang lebih sering berlalu lalang di sini daripada di sosmed sebelah =D'
0,"Here's the proof...
#ShameOnYouMalaysia #ÃƒÂ Ã‚Â¸Ã‚Â‹ÃƒÂ Ã‚Â¸Ã‚ÂµÃƒÂ Ã‚Â¹Ã‚Â€ÃƒÂ Ã‚Â¸Ã‚ÂÃƒÂ Ã‚Â¸Ã‚Â¡ÃƒÂ Ã‚Â¸Ã‚ÂªÃƒÂ Ã‚Â¹Ã‚ÂŒ2017 #SEAGames2017 pic.twitter.com/Kd3hM8SWjo"
0,"Scrolling through Timehop and found this and im still laughing as fuck ÃƒÂƒÃ‚Â°ÃƒÂ…Ã‚Â¸ÃƒÂ‚Ã‚Â¤ÃƒÂ‚Ã‚Â£
bangsat lu emang lan ÃƒÂƒÃ‚Â°ÃƒÂ…Ã‚Â¸ÃƒÂ‚Ã‚Â¤ÃƒÂ‚Ã‚Â£,,,,"
0,"Sendirian, Ibu Negara Blusukan Ke Sumut - Warta Ekonomi"
0,USER Busuk...jijik...'
0,"USER Mau kamu baca ff couple straight/yuri/yaoi jatohnya tetep delusi juga kan? jadi menurut aku sih tiap orang punya preferensi masing2 dalam membaca cerita yg mereka suka, kalo aku cuman jadiin hiburan aja. Dan juga kalo mereka gay hak kita b"
1,Fuyyyyyoooo babi laaa mindfuck sial dah ada dalam kepala otak aku terfikir perkara jijik ni. Fuck'
0,USER Bahasa asing yg lainn\xf0\x9f\x98\xae'
0,"We stop being proud of our culture when we start saying ""kampungan"""
0,"2. Presiden minta dengan menggunakan model registrasi yang lebih modern, cepat, sistem data yang terpadu dan terintegrasi sehingga tidak perlu lagi melewati banyak rantai birokrasi. #ratas"
0,"dan PSSI RT  USER FPI, JAT, HTI, and other challenges for a democratic country..."
1,RT USER: USER Manis cuman di awal. Butut Goblog!!!!! #SolerOut #HerjosOut'
0,UDAH GILA YA YANG BIKIN WEBTOON MATAHARI 1/2 LINGKARAN. ITU YANG NIKAH ARKA?!?!?!? wah sinting gue yang nanges'
0,The names don't even ring bells what years were they active? I'm tryna figure out wtf I was doing instead since I'm the odd one out lol https://twitter.com/acewuzhere/status/1224135093234601989ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦
1," USER u used to smile in front of camera ... No matter what..
Now ur smile is gone, it tells everything that ur pair is undoubtedly 'insane' #PrabowoHalu #PrabowoGila  https://twitter.com/narkosun/status/1118839544458039297ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
0,"Akun isinya \xe2\x80\x9canti aseng\xe2\x80\x9d \xe2\x80\x9ctolak aseng\xe2\x80\x9d \xe2\x80\x9cnon-pribumi\xe2\x80\x9d tapi terus ngeluh \xe2\x80\x9citu di Thailand kok banyak negara asing yang bantu, kita di danau Toba kok nggak ada yang bantuin?\xe2\x8"
1,Pengusaha china ;: jk reklamasi pulau G Dibatalkan . Jokowi akan kami lengserkan
0,"Baru aja kemaren hari kamis sekarang udh hari jumat lagi aja, waktu sesingkat itu ya'"
1,"Ini pasti salah Jokowi, Ahok dan kafir-kafir ateis. URL"
0,USER Iya eh makanya dikupingku kek gak asing wkwk'
0,USER Ngentod yuk saynk'
1,"RT USER: Siapapun yg mengelola perkara sistem tiket masuk ke Bromo,Tengger,Semeru ini emang biadab, idiot, pantek, jembat'"
1,A half of your gold came from your cheating. Nobody don't know . ÃƒÂ°Ã‚ÂŸÃ‚ÂÃ‚Â†ÃƒÂ°Ã‚ÂŸÃ‚ÂÃ‚Â†ÃƒÂ°Ã‚ÂŸÃ‚ÂÃ‚Â† #ShameOnYouMalaysia #SEAGames2017
1,ehem USER ... kayaknya sudah saatnya di turunkan pakde USER nih. akal sehatnya ga jalan
0,"Sadarilah maksud semua gagasan dari pemimpin kita, ketahuilah pemimpin kita tidak tidur dan tidak bekerja tanpa tujuan dan hasil. ; ; #tol #infrastruktur #presiden #pemimpin #indonesia #nkri #masyarakat #leader #jokowi #satukanindonesia"
0,"Nick Tsagaris-Prabowo Subianto's Loss in Indonesia's Election Sparks Deadly Protests in Jakarta
Check the news here-  https://bit.ly/2VG8rBlÃƒÂ‚Ã‚Â 
#NickTsagaris #australia #indonesiaelection #protest #jakarta #latestnews #abcnews #sydney #latestnews"
0,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER RBA dpt latihan kubus
1,"I don't think, fuck about you,
#DirtyGirl #banGSAT
lick my ass,,,,"
1,"SO THE SETLIST IS TRUE?!! FUCK YOU MNWR ASSHOLE BANGSAT ANYING GELUT SINJ BARENG MANEH SETAN EDAN GELO MANEH  https://twitter.com/planet_exo/status/936551206792585216ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â ÃƒÂƒÃ‚Â¢ÃƒÂ¢Ã‚Â‚Ã‚Â¬ÃƒÂ‚Ã‚Â¦,,,,"
1,"USER USER Itulah akibat makan gaji dr duit korupsi BLBI yg dilakukan oleh toke2 Cina, otak Cebong benar2 dungu. \nMasalah TKA Cina bukan lagi fiksi tp sdh fakta, tp kalian anggap isu tsb fiktif, hancur negara ini kalian jual'"
0,anjir tertipu lagi!!'
0,Indonesia vs Malaysia ??? That is not Malaysian team. All of it definitely Indian. Not malay. #ShameOnYouMalaysia #SeaGames2017
1,USER USER Ngomong kayk org berak aj loe'
0,"BANGSAT LO BENER BGT ANJING TAPI SORRY I PREFER HE TIAN MORE I CANT TAKE MY EYES OFF HIS SMALL WAIST BUT WELL TRAINED UPPER BODY FUCK IM IN LOVE WITH THEIR BODY PROPORTIONS,,,,"
0,"Calon gubernur Jawa Tengah nomor urut 1, USER, mempertanyakan program unggulan rivalnya, USER, terkait pembukaan lapangan kerja sebanyak 5 juta dalam 5 tahun. Menurut Ganjar, di tengah situasi ekonomi saat ini, kemungkinan membuka lapang"
1,"Bahkan jk bnr mrk imigran pun,mrk sdh tinggal sblm brdiri Myanmar1948.Apa imigrn cina boleh kita usir dr indonesia?Bnyak yg siap kl aturan mainnya begitu"
1,USER bentar bentar kunyuk mirip siapa yak *mikir keras*'
1,Mantan menteri hrsnya jaga wibawa.bknnya turunkan berita HoaX!yg buat ribut itu asli kalian!hbs itu USER yg disalahkan USER oon!
0,"""Some memory from the recent election."" ...... Do you know that considering all the stage in #indonesiaelection had been fulfilled and soon the winner will be announce I think its the right time to post someÃƒÂ¢Ã‚Â€Ã‚Â¦  https://www.instagram.com/p/BzRuh8mn9Md/?igshid=og5eba0o61xuÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
1,"Inilah Mentri BUMN yg saenaknya dewe, miskin prestasi dan banyak conflict-of-interest. Gini kok dipertahankan Pres Jokowi, ada apa ???"
0,What is the sprit of sport? #ShameOnYouMalaysia
0,Skaa joged bumbung eka satya budaya kuwum marga menolak berita hoax dan mendukung pilkada damai
0,USER Kaga anjir'
0,"Why do people get happiness with their lives, but i don't feel anything like that?  is all this fair enough with what God gave me? even to die at a young age i feel it's appropriate and legitimate to do so. Capek, sedih, kontol pokoknya"
0,USER USER O : Orang lagi pacaran mantul\nV : Vicuw adalah oknumnya\nE : Edan so sweet bener\nR : Rasanya ingin nyempil diantara mereka\nD : Dilihat lihat mail sayang sama vicuw\nO : Oalah ternyata beneran sayang\nS : Sama sama sayang ya kan?\nI : Inilah yang dinamakan cinta\nS : Semoga bahagia'
0,"Congrats ÃƒÂ°Ã‚ÂŸÃ‚ÂŽÃ‚ÂŠ.. *THANKS FOR DROPPING YOUR WINNING  TESTIMONY SIR, KEEP SUBSCRIBING WITH US AND KEEP WINNING MORE, YOUR WINNING IS GUARANTY AND CERTAIN WITH ALBERT  FIXED MATCH ÃƒÂ°Ã‚ÂŸÃ‚Â¤Ã‚ÂÃƒÂ°Ã‚ÂŸÃ‚ÂÃ‚Â½*
#pumamania #jkuat #BlackFlyday #Viswasam #VTcosmetics #DALvsBUF #GOATBlackFriday #GanyangMalaysia  pic.twitter.com/wmSUlOwRTy"
0,ok masalahnya aku sikda pun banding kolej mrsm ngan sbp???? aku just padah jangan banding RESULT exam tiga buah sekolah ya bah paloi????? aku padah tiga2 ya paper exam lain bah bebal???? kau paloi kah bodo??????'
0,USER Demen sipit kamu aja haha'
1,USER Bangsad napadah lu sangad tidack ramah sama gua'
1,Jokowi anti islam akn diusung lawan-lawan politik... buzzer dari rezim
1,"USER Freeport kan memang kontraknya mau habis, jadi biasa aja ga ada yg istimewa. Yg aneh dollar skrg mau tembus 15.000 tapi malah pada mingkem. Memang penjilat kekuasaan menjadi dungu ya tum melihat bobroknya kinerja rezim.'"
1,Apakah sambil Jambore mereka mengaji ayat penggal kafir Bung Ketua Umum ICMI?
0,"USER Islam ya islam,ga usah pake embel2.malu tuh,emg ada kristen nusantara,hindu nusantara,budha nusantara???'"
1,Babi haram babu halal hanya ulah Muhammad BEJAD mencatut nama Tuhan
0,Masih lagi termenung apabila teringat ending movie sicario smlm. Yahudi punya ending'
0,USER jancuk kw zonk!!!!'
1,USER ah dasar jablay murah'
0,11.42 SItuasi lalu lintas Jl Gatot Subroto di depan Gedung MPR/DPR arah Slipi terpantau ramai lancar.'
1,USER USER Nyebut cebong *auto reply* Dasar pinggiran koreng'
0,USER ya bro..sudah dicek oleh DMI penilaiannya hanya dari khotbah jumat plus daftar muballighnya.\n\njadi sudah ada tendensi overjudgement duluan.\n\nbiasalah rejim jolim\xf0\x9f\x98\x90'
0,"\xf0\x9f\x8c\xb9Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival'"
1,Berharap rizieq shihab pulang hadapi kasus hukumnya itu ibarat buat orang-orangan sawah lalu ditaruh di laut. Sia-sia! Pecun...dang brengsek itu harusnya dijemput paksa! Kecuali polisi memang takut pada pengikutnya.'
1,"A:aduh min kok aku kelihatan\ntua ya ?\nB:liat deh kulit becky 30an\nmenjelang 40..\nA:gua nanya keadaan kulit\ngua,bukan becky bego !'"
1,RT USER Dan Jokowi bukan Mega. Begini kalo mau nyapres sebaiknya mundur sekarang dan bikin partai.
1,OmMakarOm yanga Makar jelas Megawati... membiarkan cina-cina korup BLBI berada di PDIP ! Lengserkan Jokowi
0,"Happy election day, choose the right people as your representative in government #IndonesiaElection"
1,USER USER USER USER USER USER USER USER USER USER Yg dua ini cocok dikatain SONTOLOYO\xf0\x9f\x98\x81\xf0\x9f\x98\x81 EMANG BOM KAMPUNG GA BISA KASI MATI ORANG.'
0,"USER Setau saya sama mba, mereka kristen klo ga salah..'"
1,"Klo bapaknya di bunuh PKI ,,,, biasanya anaknya bales dendam DAN SEHARUSNYA USIR KOMUNIS CINA BUKANNYA DI BUATKAN REKLAMASI."
0,*Bravoo Presiden Jokowi !ÃƒÂ°???* Presiden Joko Widodo (Jokowi) tercatat sudah merampungkan 30 proyek strategis nasional (PSN) yang terhitung sejak 2016-2017. Apa saja?
0,USER Si amat emang nggak bodo. Gue bilangin amat nih lo bawa2 nama dia.'
1,cina itu rasis makanya jgn biarkan cina kuasai&dominasi RI.lihat cina sgpore usir melayu dri kampungnya USER
0,muhasabah diri jap kenapa noo
1,USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 pemimpin TOLOL akan menular kan ketololannya pada pengikutnya.'
1,"Dear Malaysia, stop claiming Indonesia's cultures! It just make your country seems like an idiot! #MalaysiaMiskinBudaya"
0,"USER Hi, Untuk informasi lebih detail mengenai isu keamanan transaksi tidak dapat di jelaskan, Karena bersifat confidential."
0,one thing that sucks about being live in indonesia is that your standard for food is already so high. no other country food will impress youÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­
1,"USER Rakyat Indonesia jutaan,nyari pengganti jokowi kok bingung... Otak buntu ni cebong..'"
0,"menarik bahwa setelah kemunculan pengikut Kristus, ""eloah / elah"" berubah menjadi ""alah / allah"" pada liturgis &amp; literatur keagamaan Kristen Syria'"
1,Kalian cocok ko :) sama sama bajingan !!'
1,"Aceh usir gub kalimantan, manado usir anggota dewan, jakarta yg satu mengusir ke arab, yg satu lg mengusir ke cina. Asik nih, lg tren usir-usiran"
0,"gue sih ya dibilang sombong biasa aja, karna gua ga ngerasa kalo gua sombong, gak kayak lo dikatain sombong dikit kek setan'"
1,USER Wah berarti bapak mendukung orang2 yang buang sampah sembarangan nih dari pada orang yang memproteksi lautan rakyat Indonesia? Bapak ijazah nya beli?'
0,"Mereka yg berteriak dan mnakuti rakyat dgn mnyebut presiden lama bisa jd 2 periode kalau lawannya prabowo, itu bs d pastikan mereka adlh agen ganda..; Mereka dibayar utk mpromosikan tkoh ttntu spy rakyat jd bingung dan terpecah suaranya,.."
0,"USER Hyunjin mau kejar2an kayak film holiwud, sambil lempar bom.'"
1,USER USER USER USER USER USER USER USER Klo kodok sma macan asia ya ga level laaah ....beda kelasss jauuuh....cma org2 dongoook dan dungu yg mengelu2kan kodok si munafik'
1,USER USER bukannya dia USER juga tuak..berarti dia BRENGSEK juga ? \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94'
0,Closed agency yang membernya belum kenal deket ada? Biar saya ga ngerasa asing'
0,"USER USER Berimajinasi sendiri \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nMarie Elka Pangestu, Kwik Kian Gie, Rudy Hartono, Susi Susanti, Irwan Hidayat Bos Sidomuncul, Jaya Suprana dan ratusan tokoh tionghoa lain adalah orang baik,"
0,"USER Lalu knp pada waktu itu al qur'an di jadikan alat bukti. Oleh kapolri dlm kasus bom surabaya"""
1,Malaysia is the worst SEA Games host ever!! #ShameOnYouMalaysia #SeaGames2017 #ÃƒÂ Ã‚Â¸Ã‚Â‹ÃƒÂ Ã‚Â¸Ã‚ÂµÃƒÂ Ã‚Â¹Ã‚Â€ÃƒÂ Ã‚Â¸Ã‚ÂÃƒÂ Ã‚Â¸Ã‚Â¡ÃƒÂ Ã‚Â¸Ã‚ÂªÃƒÂ Ã‚Â¹Ã‚ÂŒ2017 pic.twitter.com/hMMHRIciC3
1,"RT USER: USER Saya pikir naik onta kesana bro, eh ternyata masih pakai juga buatan kafir. Makanya jangan ngebacot semba\xe2\x80\xa6'"
0,"Giat Bhabinkamtibmas Aiptu Martin Sembiring menyambangi tomas dan masyarakat desa Labuhan Labo, memberi pesan kamtibmas, anti berita hoax, isu sara dan ujaran kebencian serta jaga persatuan, kebersamaan situasi aman tka demikian dilaporkan URL"
0,"Some things doesn't add up from the present racial situation in ÃƒÂ°Ã‚ÂŸÃ‚Â‡Ã‚Â²ÃƒÂ°Ã‚ÂŸÃ‚Â‡Ã‚Â¾:
Melayu= Islam
Cina= bukan Islam/ kafir/ biaDAP/ DAPigs/ menterbalikkan Jalur Gemilang/ Komunis

Since when race and religion became the same thing. Make up your mind. Which card are you playing? Race or religion?  pic.twitter.com/ftBmN6AgSh"
1,RT USER Wah kemunduran! 6 thn lalu kesimpulannya udah bubarkan KPK URL
1,RT USER USER Sebetulnya USER itu hebat hanya curut sebelahnya Machiaveli
0,Mewaspadai izin tambang menjelang pilkada
0,Again bullshit comment Josh! Abbott could have called SBY THAT afternoon. Instead he ignored that. And responded in Parliament #qanda
1,USER USER USER Bacot lu kampang'
1,"USER Gubernur ahoax yg di bangga in cebong kelas Jamban, mana yg di bangga in ahoker sama jokower, nih liat gubernur Indonesia cerdasnya...."
1,"me walking out from DPR's bullshit

""dEwAn pErWaKiLaN rAkYaT"" my ass.  pic.twitter.com/fmjnO84ueH"
0,"USER USER Contoh orang baek itu bpk jokowi, programnya: mobil esemka menjadi mobnas, membangun tidak mengandalkan hutang...dll."
0,"I go up steps, down steps, travel on trains, backwards, whatever lol"
1,"Apakah Allah SWT datang menolong, Bang Fahri. jika tidak, berhenti solat, tak ada gunanya"
0,Anjing juga:( dogs deserve to live just as well as cats should.  https://twitter.com/meidianatahir/status/1223266322999435264ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦
1,JKW ERA: Percuma pembangunan duit utang semua..
1,"USER Jangan memaksa rakyat berfikir jika para teroris itu bisa di pesan oleh para politisi... \nBikin UU yg berguna utk Rakyat,bukan berguna utk para Keparat. Utk itu anda di gaji...\xf0\x9f\x98\xac'"
1,USER USER Jaman SBY yg demo PDIP
0,USER Di perutnya onta'
1,Retweeted ????????DI?????????? (USER):; ; WNI di Korea juga menginginkan #2019GantiPresiden; ; Semakin membahana gerakan #2019GantiPresiden mendunia!
0,"USER Masalah segregation ni memang dari zaman dahulu ada. Since zaman nabi muhammad. Memang tak boleh ubah sikap manusia untuk mengamalkan budaya diskriminasi. Malaysia ni actually dah cukup aman. Pergaduhan memang ada, tapi tak seteruk di luar sa"
0,"It's like overwhelming but the portion is too much. You easily feel amazed.
In Indonesian, it's similar to kampungan (tacky)."
0,USER USER USER USER Saya sepakat dengan anda..dulu soekarno menekankan itu..seandainya dulu para pelajar/Mahasiswa yg dikirim untk bljr di LN tdk dicap komunis olh ORBA mgkn Negara kita digdaya sbb bpk bangsa sdh mrumuska
1,USER teriak anti asing aseng sedangkan fadli zon berteman sma donald trump fadli zon bermental munapik'
0,USER Jancuk jancuk'
0,di masa rezim jokowi aku bisa twoshoot sama yona 2 kali'
1,USER Pokonya kita bales tu partai silit item'
1,USER pak USER kalo anak buah anda USER mulutnya kayak gini jngan harap rakyat percaya sama USER 2019
1,USER USER USER USER Pencipta hoaxs ya presiden dan wakilnya'
0,Daya tarik utama mengkonsumsi Buah Iblis adalah kemampuan khusus yang akan diperoleh setelahnya'
0,USER SERIGALANYA JABLAY WKWKWK'
0,USER USER Ngelancarin bahasa inggris ajadeh uwu aku udah pernah belajar bahasa asing yg selain inggris gaada yg nyantol sekarang wkwkw soalnya jarang dipake kan ya'
1,TumbangkanJokowiRadikal TUMBANGKAN REZIM TIRANI.. LENGSERKAN JOKOWI
0,"""..."" Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018"
0,USER Yang saya ketahui bahwa diketapang banyak tka asing yg berkerja di berbagai perusahaan. Termasuk pt who tambang bouksid yg viral saat pilpres dulu. \nDan bisa jadi ini karena kerja sama tsb terjadi di era gubernur cornelis dan wakilnya ora
1,Sebagian katak ge er bahwa isu ini memang untuk menjatuhkan rezim. Namun isu ini adl kerja intelejen mengcounter pergerakan komunis.
0,"KPR untuk PNS, dan Anggota TNI/Polri akan Potong Gaji Bulanan"
